state,district,city,property_type,beds,baths,size_sqft,furnishing,facing,age_years,price_inr,locality_key
Telangana,Jangaon,Jangaon,Independent House,5,4,2590,Unfurnished,North,1,10125000,Jangaon | Jangaon Town
Telangana,Yadadri Bhuvanagiri,Bhongir,Apartment,3,2,1720,Semi-Furnished,West,1,6175000,Yadadri Bhuvanagiri | Choutuppal
Telangana,Medchal Malkajgiri,Hyderabad,Apartment,2,3,987,Unfurnished,North,1,7350000,Medchal Malkajgiri | Bachupally
Telangana,Nalgonda,Nalgonda,Apartment,3,3,1403,Unfurnished,South,0,5025000,Nalgonda | Nalgonda Town
Telangana,Nalgonda,Nalgonda,Independent House,4,5,2159,Unfurnished,East,2,3925000,Nalgonda | Chityal
Telangana,Suryapet,Suryapet,Independent House,6,7,3015,Unfurnished,West,1,11350000,Suryapet | Suryapet Town
Telangana,Wanaparthy,Wanaparthy,Villa,4,3,2251,Unfurnished,East,9,4775000,Wanaparthy | Gopalpeta
Andhra Pradesh,East Godavari,Rajahmundry,Residential Plot,0,0,4500,Not Applicable,South,0,13250000,East Godavari | Morampudi
Andhra Pradesh,Vizianagaram,Vizianagaram,Apartment,4,4,2068,Semi-Furnished,North,2,8450000,Vizianagaram | Vizianagaram Town
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Independent Builder Floor,3,3,1398,Unfurnished,East,0,9350000,Visakhapatnam | Madhurawada
Andhra Pradesh,West Godavari,Bhimavaram,Apartment,2,2,1192,Unfurnished,West,0,2500000,West Godavari | Attili
Andhra Pradesh,Bapatla,Bapatla,Apartment,3,3,1396,Semi-Furnished,South-East,3,5175000,Bapatla | Chirala
Andhra Pradesh,Parvathipuram Manyam,Parvathipuram,Apartment,4,4,2327,Unfurnished,North,0,7525000,Parvathipuram Manyam | Parvathipuram Town
Telangana,Hanumakonda,Hanamkonda,Apartment,2,1,1187,Unfurnished,South-East,11,3575000,Hanumakonda | Elkathurthy
Andhra Pradesh,Tirupati,Tirupati,Apartment,3,3,1604,Unfurnished,North-East,1,9125000,Tirupati | Renigunta
Andhra Pradesh,YSR Kadapa,Kadapa,Apartment,3,4,1496,Semi-Furnished,South,1,3250000,YSR Kadapa | Jammalamadugu
Telangana,Karimnagar,Karimnagar,Residential Plot,0,0,1503,Not Applicable,North-East,0,1350000,Karimnagar | Choppadandi
Andhra Pradesh,Guntur,Guntur,Residential Plot,0,0,1800,Not Applicable,West,0,2400000,Guntur | Pedakakani
Andhra Pradesh,Chittoor,Chittoor,Residential Plot,0,0,3600,Not Applicable,North-East,0,2600000,Chittoor | Somala
Andhra Pradesh,Srikakulam,Srikakulam,Independent House,4,4,2681,Semi-Furnished,East,0,9100000,Srikakulam | Arasavalli
Andhra Pradesh,Eluru,Eluru,Apartment,4,4,2126,Unfurnished,West,0,3825000,Eluru | Denduluru
Telangana,Hanumakonda,Hanamkonda,Apartment,3,3,1345,Unfurnished,East,7,7725000,Hanumakonda | Nakkalagutta
Andhra Pradesh,NTR,Vijayawada,Apartment,2,3,1005,Unfurnished,North,0,6850000,NTR | Labbipet
Telangana,Siddipet,Siddipet,Residential Plot,0,0,1503,Not Applicable,East,0,1525000,Siddipet | Husnabad
Telangana,Hyderabad,Hyderabad,Apartment,3,2,1329,Unfurnished,South-East,0,10725000,Hyderabad | Tarnaka
Telangana,Karimnagar,Karimnagar,Residential Plot,0,0,2403,Not Applicable,North-East,0,5200000,Karimnagar | Jyothinagar
Andhra Pradesh,Chittoor,Chittoor,Villa,4,5,2897,Unfurnished,North,13,6400000,Chittoor | Somala
Andhra Pradesh,Krishna,Machilipatnam,Residential Plot,0,0,1800,Not Applicable,South,0,3550000,Krishna | Gudivada
Telangana,Mahabubabad,Mahabubabad,Residential Plot,0,0,900,Not Applicable,East,0,1400000,Mahabubabad | Mahabubabad Town
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,Amalapuram,Apartment,2,3,944,Unfurnished,East,0,1875000,Dr. B.R. Ambedkar Konaseema | Ainavilli
Telangana,Jangaon,Jangaon,Independent House,3,4,1394,Unfurnished,North,1,5450000,Jangaon | Jangaon Town
Telangana,Rangareddy,Hyderabad,Apartment,4,3,2276,Unfurnished,West,13,20550000,Rangareddy | Madhapur
Andhra Pradesh,Tirupati,Tirupati,Villa,3,3,2596,Unfurnished,North,13,14750000,Tirupati | Srikalahasti
Telangana,Sangareddy,Hyderabad,Independent House,5,5,2911,Unfurnished,North,4,19225000,Sangareddy | Patancheru
Andhra Pradesh,Anakapalli,Anakapalle,Apartment,1,2,524,Unfurnished,East,0,2075000,Anakapalli | Anakapalle Town
Andhra Pradesh,Vizianagaram,Vizianagaram,Independent House,5,5,2392,Unfurnished,East,3,5150000,Vizianagaram | Gajapathinagaram
Andhra Pradesh,Tirupati,Tirupati,Residential Plot,0,0,2160,Not Applicable,East,0,8950000,Tirupati | Leela Mahal Circle
Telangana,Hyderabad,Hyderabad,Independent Builder Floor,3,2,1348,Unfurnished,South-East,0,12975000,Hyderabad | Nampally
Telangana,Rangareddy,Hyderabad,Independent House,2,3,1523,Semi-Furnished,North-East,22,9075000,Rangareddy | LB Nagar
Telangana,Siddipet,Siddipet,Apartment,3,3,1482,Unfurnished,West,13,2575000,Siddipet | Doultabad
Andhra Pradesh,Srikakulam,Srikakulam,Residential Plot,0,0,3600,Not Applicable,North-East,0,5050000,Srikakulam | Amadalavalasa
Telangana,Rangareddy,Hyderabad,Villa,4,5,2417,Semi-Furnished,North-East,1,32325000,Rangareddy | Nallagandla
Telangana,Kumuram Bheem Asifabad,Asifabad,Villa,4,4,2512,Unfurnished,North,1,9025000,Kumuram Bheem Asifabad | Asifabad Town
Andhra Pradesh,Tirupati,Tirupati,Apartment,4,4,2374,Furnished,North-East,7,10950000,Tirupati | Tummalagunta
Telangana,Mulugu,Mulugu,Apartment,2,3,1036,Unfurnished,North-East,0,1725000,Mulugu | Eturnagaram
Andhra Pradesh,Krishna,Vijayawada,Residential Plot,0,0,2160,Not Applicable,West,0,3825000,Krishna | Kankipadu
Telangana,Rangareddy,Hyderabad,Residential Plot,0,0,2997,Not Applicable,North,0,39275000,Rangareddy | Kokapet
Telangana,Rangareddy,Hyderabad,Independent House,3,2,1698,Furnished,North,0,22400000,Rangareddy | Kokapet
Telangana,Kamareddy,Kamareddy,Independent House,2,2,1015,Unfurnished,West,1,2525000,Kamareddy | Banswada
Andhra Pradesh,Anantapur,Anantapur,Apartment,2,2,845,Unfurnished,North-East,12,3375000,Anantapur | Tapovanam
Telangana,Adilabad,Adilabad,Apartment,3,3,1487,Semi-Furnished,West,1,2400000,Adilabad | Bhoraj
Andhra Pradesh,Tirupati,Tirupati,Apartment,2,2,1212,Semi-Furnished,East,21,6500000,Tirupati | Leela Mahal Circle
Telangana,Jangaon,Jangaon,Independent House,2,2,1026,Unfurnished,East,2,1725000,Jangaon | Palakurthi
Telangana,Narayanpet,Narayanpet,Apartment,3,4,1731,Unfurnished,East,2,2850000,Narayanpet | Kosgi
Andhra Pradesh,Nandyal,Nandyal,Apartment,3,2,1238,Furnished,East,11,3225000,Nandyal | Dhone
Telangana,Warangal,Warangal,Independent House,3,3,1443,Semi-Furnished,North-East,5,7075000,Warangal | Mattewada
Andhra Pradesh,Sri Sathya Sai,Puttaparthi,Independent Builder Floor,3,3,1414,Unfurnished,West,10,2475000,Sri Sathya Sai | Bukkapatnam
Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,Residential Plot,0,0,2160,Not Applicable,North,0,3775000,Sri Potti Sriramulu Nellore | Pogathota
Andhra Pradesh,Tirupati,Tirupati,Apartment,2,2,868,Unfurnished,East,10,5250000,Tirupati | Leela Mahal Circle
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Apartment,3,3,1447,Unfurnished,North,0,7575000,Visakhapatnam | Marripalem
Telangana,Nalgonda,Nalgonda,Residential Plot,0,0,1350,Not Applicable,South,0,2325000,Nalgonda | Nalgonda Town
Andhra Pradesh,YSR Kadapa,Kadapa,Villa,4,4,2626,Semi-Furnished,North-East,11,8425000,YSR Kadapa | Jammalamadugu
Telangana,Jangaon,Jangaon,Apartment,3,2,1778,Semi-Furnished,East,7,2650000,Jangaon | Bachannapet
Telangana,Jangaon,Jangaon,Independent House,3,3,1824,Unfurnished,North,1,2325000,Jangaon | Zaffergadh
Telangana,Hyderabad,Hyderabad,Apartment,3,3,1505,Unfurnished,East,0,13200000,Hyderabad | Shaikpet
Andhra Pradesh,Palnadu,Narasaraopet,Independent House,3,2,1882,Unfurnished,East,4,3250000,Palnadu | Pedakurapadu
Telangana,Hyderabad,Hyderabad,Apartment,2,2,1057,Unfurnished,North,30,6025000,Hyderabad | Tarnaka
Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,Independent House,4,5,2489,Semi-Furnished,North-East,1,7300000,Sri Potti Sriramulu Nellore | Atmakur
Telangana,Nizamabad,Nizamabad,Residential Plot,0,0,1350,Not Applicable,North,0,1050000,Nizamabad | Bheemgal
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,Amalapuram,Independent House,3,3,1580,Semi-Furnished,North-East,4,3525000,Dr. B.R. Ambedkar Konaseema | Mummidivaram
Telangana,Yadadri Bhuvanagiri,Bhongir,Independent House,3,4,1518,Unfurnished,West,17,2950000,Yadadri Bhuvanagiri | Valigonda
Telangana,Peddapalli,Peddapalli,Independent House,3,3,1194,Unfurnished,East,1,3400000,Peddapalli | Godavarikhani
Telangana,Nagarkurnool,Nagarkurnool,Villa,5,6,3683,Furnished,East,0,9900000,Nagarkurnool | Kalwakurthy
Telangana,Hyderabad,Hyderabad,Apartment,3,3,1701,Semi-Furnished,South,0,12725000,Hyderabad | Kachiguda
Andhra Pradesh,Vizianagaram,Vizianagaram,Residential Plot,0,0,3600,Not Applicable,West,0,6675000,Vizianagaram | Vizianagaram Town
Andhra Pradesh,NTR,Vijayawada,Apartment,2,3,1020,Unfurnished,North-East,0,6175000,NTR | Ajit Singh Nagar
Andhra Pradesh,Eluru,Eluru,Independent House,5,5,2405,Unfurnished,North,1,6875000,Eluru | Pedavegi
Telangana,Medchal Malkajgiri,Hyderabad,Independent House,6,6,3056,Semi-Furnished,North-East,19,13100000,Medchal Malkajgiri | Keesara
Telangana,Hyderabad,Hyderabad,Apartment,2,2,1085,Semi-Furnished,South-East,0,6975000,Hyderabad | Sanathnagar
Andhra Pradesh,Kakinada,Kakinada,Independent House,2,2,1253,Furnished,North-East,7,5900000,Kakinada | Santhi Nagar
Andhra Pradesh,NTR,Vijayawada,Apartment,2,2,1145,Unfurnished,North-East,0,4825000,NTR | Nandigama
Telangana,Karimnagar,Karimnagar,Apartment,3,3,1745,Semi-Furnished,South,2,4700000,Karimnagar | Thimmapur
Andhra Pradesh,Prakasam,Ongole,Independent House,2,3,1691,Unfurnished,East,15,5750000,Prakasam | Ongole Trunk Road
Andhra Pradesh,YSR Kadapa,Kadapa,Apartment,1,1,449,Unfurnished,North,0,900000,YSR Kadapa | Jammalamadugu
Andhra Pradesh,Anakapalli,Anakapalle,Apartment,2,3,924,Unfurnished,North-East,3,3600000,Anakapalli | Sabbavaram
Andhra Pradesh,East Godavari,Rajahmundry,Apartment,3,4,1380,Unfurnished,East,1,4075000,East Godavari | Korukonda
Telangana,Peddapalli,Peddapalli,Apartment,3,4,1834,Unfurnished,East,2,5750000,Peddapalli | Godavarikhani
Andhra Pradesh,Anantapur,Anantapur,Independent House,2,3,1224,Unfurnished,South,7,2150000,Anantapur | Kalyandurg
Andhra Pradesh,Srikakulam,Srikakulam,Residential Plot,0,0,1620,Not Applicable,East,0,2400000,Srikakulam | Arasavalli
Telangana,Vikarabad,Vikarabad,Residential Plot,0,0,2997,Not Applicable,North-East,0,2100000,Vikarabad | Marpalle
Andhra Pradesh,East Godavari,Rajahmundry,Apartment,4,4,2300,Unfurnished,North,0,6750000,East Godavari | Nidadavole
Andhra Pradesh,Krishna,Vijayawada,Apartment,2,2,1236,Unfurnished,East,0,5950000,Krishna | Tadigadapa
Andhra Pradesh,Nandyal,Nandyal,Apartment,2,2,1014,Unfurnished,East,0,1675000,Nandyal | Atmakur
Telangana,Warangal,Warangal,Apartment,2,1,1163,Unfurnished,East,0,4500000,Warangal | Mattewada
Telangana,Medak,Medak,Independent House,2,1,1580,Semi-Furnished,South,3,2550000,Medak | Ramayampet
Telangana,Hanumakonda,Hanamkonda,Villa,3,3,1759,Semi-Furnished,East,18,6125000,Hanumakonda | Kamalapur
Telangana,Mulugu,Mulugu,Independent House,2,2,1245,Semi-Furnished,North-East,22,1525000,Mulugu | Eturnagaram
Telangana,Suryapet,Suryapet,Independent House,2,2,1110,Unfurnished,North-East,18,2350000,Suryapet | Kodad
Andhra Pradesh,NTR,Vijayawada,Independent Builder Floor,2,2,874,Unfurnished,North,15,2600000,NTR | Nandigama
Andhra Pradesh,NTR,Vijayawada,Apartment,3,3,1339,Unfurnished,South,13,10475000,NTR | Benz Circle
Andhra Pradesh,NTR,Vijayawada,Villa,4,4,2530,Unfurnished,South,4,19700000,NTR | Currency Nagar
Andhra Pradesh,Kakinada,Kakinada,Apartment,2,2,938,Unfurnished,East,0,4950000,Kakinada | Jagannaickpur
Telangana,Sangareddy,Sangareddy,Residential Plot,0,0,1800,Not Applicable,North,0,5725000,Sangareddy | Sangareddy Town
Telangana,Peddapalli,Peddapalli,Residential Plot,0,0,2160,Not Applicable,West,0,3650000,Peddapalli | Peddapalli Town
Telangana,Sangareddy,Sangareddy,Apartment,4,3,1959,Unfurnished,North,0,5700000,Sangareddy | Narayankhed
Telangana,Adilabad,Adilabad,Apartment,2,2,877,Unfurnished,West,0,1375000,Adilabad | Utnoor
Andhra Pradesh,Eluru,Eluru,Residential Plot,0,0,2997,Not Applicable,North,0,4125000,Eluru | Nuzvid
Telangana,Hanumakonda,Hanamkonda,Apartment,2,3,1097,Unfurnished,North,0,5350000,Hanumakonda | Naimnagar
Andhra Pradesh,Sri Sathya Sai,Puttaparthi,Apartment,3,4,1597,Unfurnished,South-East,1,2925000,Sri Sathya Sai | Madakasira
Telangana,Medchal Malkajgiri,Hyderabad,Apartment,2,2,788,Furnished,North,7,5750000,Medchal Malkajgiri | Uppal
Telangana,Mulugu,Mulugu,Residential Plot,0,0,1800,Not Applicable,East,0,1050000,Mulugu | Tadvai
Telangana,Adilabad,Adilabad,Independent Builder Floor,3,4,1386,Unfurnished,West,4,2025000,Adilabad | Boath
Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,Apartment,3,2,1456,Unfurnished,East,0,8425000,Sri Potti Sriramulu Nellore | Stonehousepeta
Andhra Pradesh,Chittoor,Chittoor,Residential Plot,0,0,1197,Not Applicable,West,0,1025000,Chittoor | Nagari
Andhra Pradesh,West Godavari,Bhimavaram,Independent House,3,4,1621,Semi-Furnished,North,1,5950000,West Godavari | Narsapuram
Andhra Pradesh,Eluru,Eluru,Independent Builder Floor,3,4,1530,Unfurnished,South,0,2675000,Eluru | Chintalapudi
Andhra Pradesh,Eluru,Eluru,Independent House,3,3,1727,Unfurnished,North-East,1,5325000,Eluru | Jangareddygudem
Andhra Pradesh,Prakasam,Ongole,Independent House,2,2,1053,Semi-Furnished,South,30,1825000,Prakasam | Darsi
Telangana,Medchal Malkajgiri,Hyderabad,Residential Plot,0,0,1620,Not Applicable,North,0,10575000,Medchal Malkajgiri | Uppal
Andhra Pradesh,Eluru,Eluru,Residential Plot,0,0,1197,Not Applicable,South,0,775000,Eluru | Pedapadu
Andhra Pradesh,Chittoor,Chittoor,Residential Plot,0,0,2700,Not Applicable,South,0,2325000,Chittoor | Punganur
Andhra Pradesh,Anantapur,Anantapur,Independent House,5,6,2802,Unfurnished,North,9,9825000,Anantapur | Saptagiri Circle
Telangana,Rajanna Sircilla,Sircilla,Apartment,4,5,2320,Semi-Furnished,East,5,3825000,Rajanna Sircilla | Thangallapally
Telangana,Hanumakonda,Hanamkonda,Apartment,3,3,1579,Unfurnished,East,0,4500000,Hanumakonda | Elkathurthy
Telangana,Mancherial,Mancherial,Apartment,2,2,1085,Furnished,North-East,0,2600000,Mancherial | Chennur
Telangana,Medak,Medak,Residential Plot,0,0,3600,Not Applicable,North,0,2425000,Medak | Chegunta
Telangana,Medchal Malkajgiri,Hyderabad,Apartment,3,3,1412,Semi-Furnished,North,13,11300000,Medchal Malkajgiri | KPHB
Telangana,Peddapalli,Peddapalli,Residential Plot,0,0,1197,Not Applicable,North-East,0,1050000,Peddapalli | Manthani
Andhra Pradesh,Markapuram,Markapuram,Villa,3,3,2332,Semi-Furnished,East,0,4250000,Markapuram | Racherla
Andhra Pradesh,Prakasam,Ongole,Independent House,6,5,2819,Semi-Furnished,North,1,6025000,Prakasam | Darsi
Telangana,Medak,Medak,Residential Plot,0,0,2403,Not Applicable,West,0,1450000,Medak | Shankarampet
Telangana,Hyderabad,Hyderabad,Residential Plot,0,0,1350,Not Applicable,East,0,15050000,Hyderabad | Banjara Hills
Andhra Pradesh,Krishna,Vijayawada,Independent House,4,3,2144,Semi-Furnished,East,0,12475000,Krishna | Kanuru
Andhra Pradesh,Vizianagaram,Vizianagaram,Residential Plot,0,0,2160,Not Applicable,South,0,2100000,Vizianagaram | Gajapathinagaram
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Independent House,3,3,1702,Unfurnished,South,0,8950000,Visakhapatnam | Pendurthi
Telangana,Nizamabad,Nizamabad,Apartment,3,3,1432,Semi-Furnished,East,24,3225000,Nizamabad | Bodhan
Telangana,Medchal Malkajgiri,Hyderabad,Independent House,3,3,1729,Unfurnished,North,2,14725000,Medchal Malkajgiri | Malkajgiri
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Apartment,3,4,1547,Unfurnished,North,1,9500000,Visakhapatnam | Madhurawada
Telangana,Nizamabad,Nizamabad,Apartment,3,3,1921,Unfurnished,East,5,4050000,Nizamabad | Bodhan
Telangana,Medak,Medak,Apartment,3,3,1485,Semi-Furnished,North,7,3375000,Medak | Narsapur
Andhra Pradesh,Kakinada,Kakinada,Independent House,2,2,1288,Semi-Furnished,North,1,8875000,Kakinada | Bhanugudi Junction
Andhra Pradesh,NTR,Vijayawada,Villa,4,5,2929,Unfurnished,South,7,11925000,NTR | Gollapudi
Telangana,Nagarkurnool,Nagarkurnool,Independent House,2,1,1432,Semi-Furnished,South-East,7,2650000,Nagarkurnool | Kollapur
Telangana,Rangareddy,Hyderabad,Villa,4,3,2986,Semi-Furnished,East,0,61350000,Rangareddy | Nanakramguda
Telangana,Rajanna Sircilla,Sircilla,Residential Plot,0,0,1620,Not Applicable,North,0,900000,Rajanna Sircilla | Boinpalli
Telangana,Nagarkurnool,Nagarkurnool,Independent House,4,4,2058,Semi-Furnished,East,1,2875000,Nagarkurnool | Lingal
Andhra Pradesh,Palnadu,Narasaraopet,Apartment,2,1,1243,Unfurnished,East,0,2600000,Palnadu | Macherla
Telangana,Medchal Malkajgiri,Hyderabad,Apartment,2,2,813,Unfurnished,North,0,4550000,Medchal Malkajgiri | Alwal
Andhra Pradesh,Eluru,Eluru,Independent House,3,2,1749,Semi-Furnished,North,6,4850000,Eluru | Jangareddygudem
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Apartment,2,2,1153,Unfurnished,East,12,8750000,Visakhapatnam | Maddilapalem
Telangana,Hanumakonda,Hanamkonda,Apartment,3,3,1532,Unfurnished,North,0,8425000,Hanumakonda | Subedari
Andhra Pradesh,Annamayya,Madanapalle,Apartment,3,3,1623,Semi-Furnished,North-East,2,3225000,Annamayya | Pileru
Telangana,Hanumakonda,Hanamkonda,Independent Builder Floor,2,3,1187,Unfurnished,East,0,6350000,Hanumakonda | Naimnagar
Telangana,Siddipet,Siddipet,Independent House,5,5,2330,Semi-Furnished,South,7,3725000,Siddipet | Doultabad
Andhra Pradesh,Kakinada,Kakinada,Independent House,3,4,1391,Unfurnished,South,0,7475000,Kakinada | Rama Rao Peta
Andhra Pradesh,NTR,Vijayawada,Residential Plot,0,0,1503,Not Applicable,East,0,3900000,NTR | Auto Nagar
Telangana,Hyderabad,Hyderabad,Apartment,2,2,937,Unfurnished,South,0,6825000,Hyderabad | Sanathnagar
Telangana,Rangareddy,Hyderabad,Apartment,2,3,1093,Unfurnished,East,0,12550000,Rangareddy | Financial District
Andhra Pradesh,West Godavari,Bhimavaram,Independent House,2,2,984,Semi-Furnished,East,9,3600000,West Godavari | Tadepalligudem
Andhra Pradesh,Nandyal,Nandyal,Independent House,6,6,3081,Semi-Furnished,North-East,9,6950000,Nandyal | Allagadda
Telangana,Kamareddy,Kamareddy,Independent House,3,3,1719,Unfurnished,West,4,6600000,Kamareddy | Kamareddy Town
Telangana,Hanumakonda,Hanamkonda,Residential Plot,0,0,2997,Not Applicable,East,0,9925000,Hanumakonda | Hunter Road
Telangana,Hyderabad,Hyderabad,Apartment,1,1,428,Semi-Furnished,West,4,4150000,Hyderabad | Nampally
Telangana,Hyderabad,Hyderabad,Residential Plot,0,0,1620,Not Applicable,West,0,15825000,Hyderabad | Somajiguda
Andhra Pradesh,Srikakulam,Srikakulam,Apartment,3,3,1585,Unfurnished,East,0,4875000,Srikakulam | Palasa
Telangana,Hanumakonda,Hanamkonda,Independent Builder Floor,2,2,1007,Semi-Furnished,East,3,6025000,Hanumakonda | Hunter Road
Andhra Pradesh,West Godavari,Bhimavaram,Apartment,2,2,922,Unfurnished,East,0,3450000,West Godavari | Tadepalligudem
Andhra Pradesh,Anakapalli,Anakapalle,Independent House,2,2,1090,Unfurnished,South,7,2550000,Anakapalli | Chodavaram
Andhra Pradesh,Polavaram,Rampachodavaram,Independent House,3,4,1810,Semi-Furnished,West,24,2100000,Polavaram | Devipatnam
Andhra Pradesh,Anantapur,Anantapur,Residential Plot,0,0,2160,Not Applicable,East,0,4100000,Anantapur | Rudrampeta
Andhra Pradesh,Palnadu,Narasaraopet,Residential Plot,0,0,1620,Not Applicable,West,0,1075000,Palnadu | Pedakurapadu
Telangana,Warangal,Warangal,Independent House,5,6,2206,Semi-Furnished,North,8,5650000,Warangal | Narsampet
Telangana,Nalgonda,Nalgonda,Independent House,5,5,1948,Semi-Furnished,East,7,3900000,Nalgonda | Haliya
Telangana,Hyderabad,Hyderabad,Independent House,3,3,1675,Unfurnished,East,0,20875000,Hyderabad | Somajiguda
Telangana,Hyderabad,Hyderabad,Apartment,3,4,1211,Unfurnished,North-East,0,13175000,Hyderabad | Himayatnagar
Telangana,Jogulamba Gadwal,Gadwal,Residential Plot,0,0,2160,Not Applicable,North,0,1675000,Jogulamba Gadwal | Alampur
Telangana,Nalgonda,Nalgonda,Villa,3,3,2143,Unfurnished,East,8,5825000,Nalgonda | Devarakonda
Telangana,Kamareddy,Kamareddy,Independent House,4,5,2193,Unfurnished,South,15,7150000,Kamareddy | Kamareddy Town
Telangana,Wanaparthy,Wanaparthy,Independent House,5,5,2822,Unfurnished,North-East,3,4600000,Wanaparthy | Atmakur
Andhra Pradesh,West Godavari,Bhimavaram,Residential Plot,0,0,1197,Not Applicable,North-East,0,2075000,West Godavari | Palakollu
Telangana,Sangareddy,Sangareddy,Apartment,2,2,1127,Unfurnished,North,0,4025000,Sangareddy | Zaheerabad
Andhra Pradesh,Anakapalli,Anakapalle,Villa,5,5,3204,Unfurnished,East,1,12675000,Anakapalli | Kasimkota
Andhra Pradesh,Prakasam,Ongole,Apartment,2,1,1042,Unfurnished,North,1,3450000,Prakasam | Ongole Town
Telangana,Rangareddy,Hyderabad,Independent House,2,2,1540,Semi-Furnished,East,1,13175000,Rangareddy | LB Nagar
Andhra Pradesh,Kurnool,Kurnool,Residential Plot,0,0,1503,Not Applicable,North,0,3075000,Kurnool | Budhwarpet
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Apartment,2,3,1135,Unfurnished,West,1,5900000,Visakhapatnam | Gajuwaka
Andhra Pradesh,Anakapalli,Anakapalle,Independent House,3,2,1537,Furnished,North-East,2,3550000,Anakapalli | Chodavaram
Andhra Pradesh,West Godavari,Bhimavaram,Residential Plot,0,0,1998,Not Applicable,East,0,5325000,West Godavari | Bhimavaram Town
Andhra Pradesh,Eluru,Eluru,Residential Plot,0,0,1197,Not Applicable,West,0,1425000,Eluru | Jangareddygudem
Andhra Pradesh,East Godavari,Rajahmundry,Residential Plot,0,0,1197,Not Applicable,North,0,1625000,East Godavari | Kovvur
Andhra Pradesh,Nandyal,Nandyal,Independent House,4,4,2076,Furnished,North-East,12,3600000,Nandyal | Nandikotkur
Telangana,Bhadradri Kothagudem,Kothagudem,Residential Plot,0,0,1620,Not Applicable,South-East,0,2475000,Bhadradri Kothagudem | Bhadrachalam
Telangana,Siddipet,Siddipet,Independent House,3,4,1585,Unfurnished,North-East,2,3625000,Siddipet | Cherial
Telangana,Rangareddy,Hyderabad,Residential Plot,0,0,1800,Not Applicable,East,0,8375000,Rangareddy | Shamshabad
Telangana,Mahabubnagar,Mahabubnagar,Apartment,3,2,1696,Unfurnished,West,0,2900000,Mahabubnagar | Koilkonda
Telangana,Khammam,Khammam,Villa,4,5,1928,Semi-Furnished,South,30,4500000,Khammam | Yerrupalem
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,Amalapuram,Apartment,3,3,1644,Unfurnished,North-East,0,3325000,Dr. B.R. Ambedkar Konaseema | Alamuru
Telangana,Hyderabad,Hyderabad,Apartment,4,5,2542,Semi-Furnished,East,5,20000000,Hyderabad | Mehdipatnam
Andhra Pradesh,NTR,Vijayawada,Apartment,2,3,1010,Unfurnished,West,1,8250000,NTR | Labbipet
Andhra Pradesh,Tirupati,Tirupati,Residential Plot,0,0,1800,Not Applicable,East,0,2975000,Tirupati | Sullurpeta
Telangana,Rajanna Sircilla,Sircilla,Independent House,5,5,2598,Unfurnished,South-East,30,6325000,Rajanna Sircilla | Sircilla Town
Telangana,Hyderabad,Hyderabad,Independent House,2,2,1252,Unfurnished,North-East,10,8550000,Hyderabad | Nampally
Andhra Pradesh,Markapuram,Markapuram,Residential Plot,0,0,3600,Not Applicable,East,0,4250000,Markapuram | Kanigiri
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Residential Plot,0,0,2160,Not Applicable,South-East,0,5050000,Visakhapatnam | Simhachalam
Andhra Pradesh,Sri Sathya Sai,Puttaparthi,Apartment,3,3,1485,Furnished,West,1,5875000,Sri Sathya Sai | Puttaparthi Town
Telangana,Medchal Malkajgiri,Hyderabad,Independent House,2,2,879,Semi-Furnished,West,25,5500000,Medchal Malkajgiri | KPHB
Andhra Pradesh,Tirupati,Tirupati,Apartment,4,5,2416,Semi-Furnished,East,1,10825000,Tirupati | Srikalahasti
Andhra Pradesh,Anakapalli,Anakapalle,Residential Plot,0,0,1620,Not Applicable,East,0,3175000,Anakapalli | Narsipatnam
Telangana,Rajanna Sircilla,Sircilla,Residential Plot,0,0,1800,Not Applicable,North,0,2375000,Rajanna Sircilla | Vemulawada
Telangana,Nalgonda,Nalgonda,Apartment,3,4,1746,Unfurnished,North,0,4325000,Nalgonda | Chityal
Andhra Pradesh,Tirupati,Tirupati,Apartment,4,4,2354,Unfurnished,West,0,8875000,Tirupati | Gudur
Andhra Pradesh,Palnadu,Narasaraopet,Independent House,5,5,2293,Semi-Furnished,East,0,6025000,Palnadu | Macherla
Telangana,Karimnagar,Karimnagar,Apartment,3,3,1320,Unfurnished,East,0,4950000,Karimnagar | Jyothinagar
Andhra Pradesh,Anantapur,Anantapur,Villa,3,3,1500,Unfurnished,South,5,7100000,Anantapur | Rudrampeta
Andhra Pradesh,Anantapur,Anantapur,Independent Builder Floor,3,3,1322,Semi-Furnished,North,12,4250000,Anantapur | Kamala Nagar
Telangana,Hyderabad,Hyderabad,Villa,4,3,2443,Semi-Furnished,South,1,41850000,Hyderabad | Banjara Hills
